           time          epoch      iteration  learning_rate   nll_joint_tr   nll_class_tr      cat_ce_tr         acc_tr
            0.7      0003/0400      0047/0090      0.01000        4.61015        4.61034        3.12558        0.15625
            0.7      0003/0400      0048/0090      0.01000        4.60619        4.60639        3.18073        0.15625
            0.7      0003/0400      0049/0090      0.01000        4.60298        4.60323        4.07289        0.03125
            0.7      0003/0400      0050/0090      0.01000        4.60496        4.60518        3.74259        0.06250
            0.7      0003/0400      0051/0090      0.01000        4.60741        4.60763        3.70047        0.03125
            0.7      0003/0400      0052/0090      0.01000        4.60535        4.60558        3.76858        0.03125
            0.7      0003/0400      0053/0090      0.01000        4.60824        4.60847        3.66334        0.12500
            0.7      0003/0400      0054/0090      0.01000        4.60894        4.60915        3.46948        0.09375
            0.7      0003/0400      0055/0090      0.01000        4.60434        4.60459        4.21295        0.12500
            0.7      0003/0400      0056/0090      0.01000        4.60487        4.60509        3.57896        0.09375
